ID,SMILES,MolecularWeight,LogP,NumHBD,NumHBA,PSA,NumRotatableBonds,QED,NumChiralCenters
WA002994,CO/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=N)O)CS[C@H]12)c1ccco1,424.4,0.72,4.0,12.0,178.2,7.0,0.21,2.0
WA002986,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,385.5,2.09,0.0,7.0,69.6,6.0,0.55,0.0
WA002982,Cc1cccc(C)c1OCC(C)N,179.3,2.03,2.0,2.0,35.2,3.0,0.77,1.0
WA002972,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,326.4,3.4,1.0,4.0,45.6,4.0,0.94,5.0
WA002966,N=C(O)CS(=O)(=O)C(c1ccccc1)c1ccccc1,289.4,2.73,2.0,4.0,78.2,5.0,0.66,0.0
WA002962,N=C(O)CS(=O)C(c1ccccc1)c1ccccc1,273.4,3.06,2.0,3.0,61.2,5.0,0.65,1.0
WA002958,O=C(O)CS(=O)C(c1ccccc1)c1ccccc1,274.3,2.61,1.0,3.0,54.4,5.0,0.91,1.0
WA002954,O=[N+]([O-])c1ccc2c(c1)C(c1ccccc1Cl)=NCC(O)=N2,315.7,3.69,1.0,6.0,88.1,2.0,0.68,0.0
WA002948,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,362.5,1.78,3.0,5.0,94.8,2.0,0.7,7.0
WA002942,CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,313.4,1.89,1.0,4.0,41.9,2.0,0.85,5.0
WA002937,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,201.7,0.23,2.0,5.0,69.2,2.0,0.71,0.0
WA002932,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,374.9,3.06,1.0,4.0,35.9,8.0,0.72,1.0
WA002926,CC(C)NCC(O)COc1ccc(O)c2ccccc12,275.3,2.28,3.0,4.0,61.7,6.0,0.76,1.0
WA002920,C[C@]12Cc3c(O)n[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,344.5,3.82,3.0,4.0,69.1,0.0,0.67,7.0
WA002917,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,440.6,4.75,1.0,6.0,72.7,13.0,0.45,1.0
WA002912,c1ccc2c(c1)Cc1cccnc1N1CCNC[C@H]21,251.3,2.14,1.0,3.0,28.2,0.0,0.78,1.0
WA002906,N=C(O)N1c2ccccc2C2OC2c2ccccc21,252.3,3.44,2.0,4.0,59.9,0.0,0.43,2.0
WA002900,OC1=Nc2ccc(Br)cc2C(c2ccccn2)=NC1O,332.2,2.6,2.0,5.0,78.1,1.0,0.84,1.0
WA002895,N=C(N)N1Cc2ccccc2C(O)C1,191.2,0.43,4.0,4.0,73.3,0.0,0.41,1.0
WA002889,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,332.8,2.66,1.0,4.0,52.9,3.0,0.94,0.0
WA002885,COc1cc(CC(C)N)c(OC)cc1C,209.3,1.9,2.0,3.0,44.5,4.0,0.82,1.0
WA002880,COc1ccc(OC)c(C[C@H](C)N)c1,195.3,1.59,2.0,3.0,44.5,4.0,0.79,1.0
WA002875,COc1cc(CC(C)N)cc(OC)c1OC,225.3,1.6,2.0,4.0,53.7,5.0,0.83,1.0
WA002870,COc1cc(CC(C)N)c(OC)cc1Br,274.2,2.36,2.0,3.0,44.5,4.0,0.92,1.0
WA002865,COc1ccc(CC(C)N)cc1,165.2,1.58,2.0,2.0,35.2,3.0,0.74,1.0
WA002860,CSc1ccc(CC(C)N)cc1,181.3,2.3,2.0,1.0,26.0,3.0,0.72,1.0
WA002855,CCCNCC(O)COc1ccc(O)cc1C(=O)CCc1ccccc1,357.4,2.95,3.0,5.0,78.8,11.0,0.43,1.0
WA002852,Nc1ccc2c(c1)C(c1ccccc1Cl)=NCC(O)=N2,285.7,3.36,3.0,4.0,71.0,1.0,0.79,0.0
WA002846,CN1C(=O)CN=C(c2ccccc2F)c2cc(N)ccc21,283.3,2.22,2.0,4.0,58.7,1.0,0.82,0.0
WA002840,Nc1ccc2c(c1)C(c1ccccc1)=NCC(O)=N2,251.3,2.71,3.0,4.0,71.0,1.0,0.76,0.0
WA002835,CC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,327.4,1.77,1.0,5.0,59.0,1.0,0.63,5.0
WA002830,C[N+]1([O-])CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,404.8,1.58,0.0,10.0,111.6,2.0,0.55,1.0
WA002824,CC(C)NCCC(C(=N)O)(c1ccccc1)c1ccccn1,297.4,3.29,3.0,4.0,69.0,7.0,0.54,1.0
WA002819,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,263.4,2.73,2.0,3.0,43.7,4.0,0.88,1.0
WA002813,OC1=Nc2ccc(Cl)cc2C(c2ccccc2F)=NC1,288.7,3.92,1.0,3.0,45.0,1.0,0.85,0.0
WA002809,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1,617.3,6.2,1.0,4.0,51.5,10.0,0.17,0.0
WA002804,Cc1cc(N(C)C)nc(Cl)n1,171.6,1.5,0.0,3.0,29.0,1.0,0.6,0.0
WA002799,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,323.5,4.36,0.0,3.0,30.3,4.0,0.84,1.0
WA002794,CN=C(O)Oc1cccc2c1OC(C)(C)C2,221.3,2.32,1.0,4.0,51.1,1.0,0.58,0.0
WA002789,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1,374.8,4.74,0.0,3.0,51.2,4.0,0.62,1.0
WA002783,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,292.3,3.97,1.0,3.0,50.4,1.0,0.69,1.0
WA002776,N=c1nc(S)c2nc[nH]c2[nH]1,167.2,0.05,3.0,5.0,81.2,0.0,0.33,0.0
WA002771,Sc1ncc2ncnc-2[nH]1,152.2,0.59,1.0,4.0,54.5,0.0,0.43,0.0
WA002766,Sc1ncnc2[nH]cnc12,152.2,0.64,1.0,4.0,54.5,0.0,0.43,0.0
WA002761,CN(C)C(O)=Nc1ccc(Cl)c(Cl)c1,233.1,3.1,1.0,3.0,35.8,1.0,0.6,0.0
WA002755,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,198.1,1.52,1.0,7.0,106.5,2.0,0.57,0.0
WA002751,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,588.6,1.34,3.0,13.0,160.8,5.0,0.43,10.0
WA002744,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,278.2,1.15,6.0,7.0,138.4,2.0,0.36,0.0
WA002739,C[N+]1(CCC(C(=N)O)(c2ccccc2)c2ccccc2)CCCCC1,337.5,4.53,2.0,3.0,44.1,6.0,0.45,0.0
WA002733,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,388.9,2.79,0.0,6.0,51.2,5.0,0.79,0.0
WA002727,CC(C)Cc1ccc(C(C)C(=O)O)cc1,206.3,3.07,1.0,2.0,37.3,4.0,0.82,1.0
WA002723,Cc1cc(C(=O)NNCc2ccccc2)no1,231.3,1.42,2.0,5.0,67.2,4.0,0.78,0.0
WA002718,CC(C)NCC(O)c1ccc(O)c(O)c1,211.3,1.13,4.0,4.0,72.7,4.0,0.56,1.0
WA002713,CP(=O)(O)CCC(N)C(=O)O,181.1,-0.31,4.0,5.0,100.6,4.0,0.52,2.0
WA002708,CN(C)CCc1ccc(O)cc1,165.2,1.5,1.0,2.0,23.5,3.0,0.73,0.0
WA002703,O=C(OCC(O)CO)c1cc(O)ccc1Nc1ccnc2c(C(F)(F)F)cccc12,422.4,3.21,4.0,7.0,111.9,6.0,0.36,1.0
WA002698,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,325.5,3.77,2.0,3.0,43.7,5.0,0.88,2.0
WA002693,N#Cc1cc(I)c(O)c(I)c1,370.9,2.47,1.0,2.0,44.0,0.0,0.71,0.0
WA002689,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@@H]2[C@H]5O)N3[C@@H]1O,326.4,1.55,2.0,4.0,46.9,1.0,0.82,10.0
WA002685,c1ccc2c(CC3=NCCN3)cccc2c1,210.3,2.38,1.0,2.0,24.4,2.0,0.81,0.0
WA002681,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,484.4,3.91,0.0,6.0,56.6,4.0,0.53,3.0
WA002675,N=C(O)c1cccnc1,122.1,0.96,2.0,3.0,57.0,1.0,0.43,0.0
WA002671,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)[C@@H](OC(C)=O)C[C@]43O)C2)O[C@@H](C)[C@@H]1O,576.7,3.68,2.0,9.0,120.8,5.0,0.37,13.0
WA002666,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,225.3,1.52,4.0,4.0,72.7,3.0,0.63,1.0
WA002661,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,608.7,4.17,1.0,11.0,117.8,8.0,0.37,6.0
WA002657,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,345.4,2.9,1.0,6.0,77.1,5.0,0.77,1.0
WA002651,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,383.5,4.45,0.0,4.0,38.8,10.0,0.57,2.0
WA002646,CSc1nnc(C(C)(C)C)c(=O)n1N,214.3,0.37,2.0,5.0,73.8,1.0,0.54,0.0
WA002640,O=c1c2c(nc(O)n1C1CCCCC1)CCC2,234.3,1.94,1.0,4.0,55.1,1.0,0.81,0.0
WA002633,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,275.2,1.66,2.0,8.0,118.0,4.0,0.5,0.0
WA002627,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,656.7,2.75,3.0,13.0,160.8,6.0,0.33,10.0
WA002620,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,357.5,3.34,1.0,4.0,49.8,7.0,0.6,1.0
WA002616,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@@H]1O,584.7,-1.51,8.0,12.0,206.6,4.0,0.14,15.0
WA002611,NN=c1[nH][nH]c(=NN)c2ccccc12,190.2,-0.96,6.0,6.0,108.3,0.0,0.32,0.0
WA002605,COC(=O)c1c(C)nc(C)c(C(=O)OC)c1-c1ccccc1[N+](=O)[O-],344.3,2.85,0.0,8.0,108.6,4.0,0.48,0.0
WA002600,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,240.2,2.99,0.0,2.0,34.1,1.0,0.72,0.0
WA002596,Cc1cc(Cl)ccc1OC(C)C(=O)O,214.6,2.5,1.0,3.0,46.5,3.0,0.84,1.0
WA002592,CCC(C)n1c(O)nc(C)c(Br)c1=O,261.1,1.99,1.0,4.0,55.1,2.0,0.89,1.0
WA002588,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(Cl)cc1)c1ccc(Cl)s1,447.3,6.12,2.0,4.0,70.7,5.0,0.36,2.0
WA002583,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,291.4,3.47,2.0,3.0,41.5,6.0,0.84,1.0
WA002578,Cc1cnc(N=C(O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,351.4,2.6,2.0,7.0,103.1,2.0,0.64,0.0
WA002574,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,330.7,1.89,4.0,7.0,122.6,5.0,0.77,0.0
WA002569,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,479.5,3.68,1.0,9.0,111.0,9.0,0.33,1.0
WA002562,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,360.4,2.57,1.0,8.0,107.8,5.0,0.49,1.0
WA002556,CNc1c(C)n(C)n(-c2ccccc2)c1=O,217.3,1.53,1.0,4.0,39.0,2.0,0.83,0.0
WA002551,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,339.4,3.86,0.0,5.0,49.8,6.0,0.68,0.0
WA002546,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,208.3,1.16,0.0,4.0,44.1,3.0,0.7,2.0
WA002542,CN1C(C(O)=Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,331.4,2.23,2.0,7.0,103.1,2.0,0.65,0.0
WA002536,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,329.5,5.43,1.0,1.0,12.0,8.0,0.58,1.0
WA002531,CCCNC(C)C(O)=Nc1ccccc1C,220.3,2.97,2.0,3.0,44.6,5.0,0.59,1.0
WA002525,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,530.7,3.01,4.0,8.0,129.6,3.0,0.44,12.0
WA002521,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,308.4,3.79,0.0,4.0,40.6,5.0,0.79,0.0
WA002515,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,374.5,3.6,2.0,4.0,66.8,1.0,0.69,8.0
WA002510,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,263.4,2.63,1.0,3.0,32.7,4.0,0.91,2.0
WA002506,CCCCN=C(O)NS(=O)(=O)c1ccc(C)cc1,270.4,1.99,2.0,5.0,78.8,5.0,0.49,0.0
WA002500,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,264.4,2.62,1.0,4.0,41.6,8.0,0.58,0.0
WA002494,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,356.4,4.37,1.0,3.0,54.4,4.0,0.89,1.0
WA002490,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,474.6,1.61,1.0,10.0,113.4,7.0,0.55,0.0
WA002485,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,415.6,4.11,4.0,5.0,82.0,16.0,0.31,1.0
WA002479,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,314.4,1.46,2.0,7.0,83.6,10.0,0.38,0.0
WA002473,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,837.1,2.21,5.0,17.0,216.9,13.0,0.08,18.0
WA002468,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)[nH]c(=N)c2cc1OC,383.4,1.61,2.0,9.0,107.7,4.0,0.71,0.0
WA002463,CCN(CC)CCOC(=O)c1ccc(N)cc1,236.3,1.77,2.0,4.0,55.6,6.0,0.6,0.0
WA002459,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,358.4,1.77,2.0,5.0,91.7,2.0,0.78,6.0
WA002453,CCc1nc(=N)[nH]c(N)c1-c1ccc(Cl)cc1,248.7,2.35,4.0,4.0,78.6,2.0,0.76,0.0
WA002448,C=CCN1CCCC1CN=C(O)c1cc(S(N)(=O)=O)cc(OC)c1OC,383.5,1.31,3.0,8.0,114.4,8.0,0.4,1.0
WA002442,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,278.4,3.92,0.0,2.0,16.1,4.0,0.84,0.0
WA002436,NCCc1c[nH]c2ccccc12,160.2,1.67,3.0,2.0,41.8,2.0,0.69,0.0
WA002431,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,294.4,3.77,0.0,3.0,25.2,1.0,0.8,2.0
WA002426,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,354.5,2.95,1.0,5.0,54.7,2.0,0.84,3.0
WA002421,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,354.5,2.65,2.0,5.0,65.6,1.0,0.77,5.0
WA002416,COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1,384.5,2.74,1.0,5.0,45.2,9.0,0.72,3.0
WA002411,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(O)=N3)cc12,287.4,2.13,2.0,5.0,60.9,5.0,0.89,1.0
WA002406,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,303.4,0.92,1.0,5.0,62.3,4.0,0.66,6.0
WA002401,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,378.3,4.45,2.0,3.0,45.2,2.0,0.76,2.0
WA002396,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,504.6,-0.02,4.0,12.0,145.4,12.0,0.31,0.0
WA002393,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,521.1,4.09,1.0,7.0,107.0,6.0,0.41,8.0
WA002387,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,340.4,1.46,3.0,7.0,106.9,7.0,0.65,5.0
WA002381,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,368.5,1.94,2.0,7.0,95.9,8.0,0.64,5.0
WA002375,CC1(C)S[C@@H]2[C@H](N=C(O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,334.4,1.7,2.0,6.0,90.2,4.0,0.5,3.0
WA002370,CC1(C)S[C@@H]2[C@H](N=C([O-])Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.[K+],372.5,-2.49,1.0,6.0,93.0,4.0,0.27,3.0
WA002369,N=C(O)OCCCc1ccccc1,179.2,2.13,2.0,3.0,53.3,4.0,0.42,0.0
WA002366,CNC[C@H](O)c1cccc(O)c1,167.2,0.64,3.0,3.0,52.5,3.0,0.62,1.0
WA002361,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,435.5,4.16,2.0,8.0,112.1,10.0,0.49,1.0
WA002355,OC(=Nc1ccc(Cl)c(Cl)c1)Nc1ccc(Cl)cc1,315.6,5.3,2.0,3.0,44.6,2.0,0.58,0.0
WA002351,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,434.5,2.42,2.0,6.0,93.1,2.0,0.69,8.0
WA002345,CCC1(CC)C(O)=NC(=O)N=C1O,184.2,1.84,2.0,5.0,82.2,2.0,0.69,0.0
WA002341,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,360.5,1.56,3.0,5.0,94.8,2.0,0.69,7.0
WA002336,CCOc1ccc(N=C(C)O)cc1,179.2,2.69,1.0,3.0,41.8,3.0,0.57,0.0
WA002331,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,514.6,7.26,1.0,6.0,72.9,7.0,0.24,0.0
WA002326,N=C(O)CN1CCCC1=O,142.2,0.14,2.0,4.0,64.4,2.0,0.43,0.0
WA002322,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)[C@@H](O)C[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,780.9,2.22,6.0,14.0,203.1,7.0,0.16,21.0
WA002316,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,226.2,-0.05,6.0,6.0,115.8,4.0,0.28,1.0
WA002308,Oc1nc2cc(Cl)ccc2o1,169.6,2.19,1.0,3.0,46.3,0.0,0.66,0.0
WA002304,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,389.9,1.23,4.0,7.0,118.4,2.0,0.66,4.0
WA002301,N=C(N)N1CCc2ccccc2C1,175.2,0.94,3.0,3.0,53.1,0.0,0.46,0.0
WA002295,CCNC(C)Cc1ccc2c(c1)OCO2,207.3,1.96,1.0,3.0,30.5,4.0,0.82,1.0
WA002291,CCC(Cc1ccc2c(c1)OCO2)NC,207.3,1.96,1.0,3.0,30.5,4.0,0.82,1.0
WA002287,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,733.9,1.79,5.0,14.0,193.9,7.0,0.24,18.0
WA002280,CC(CN(C)C)CN1c2ccccc2S(=O)c2ccccc21,314.5,3.5,0.0,3.0,23.6,4.0,0.86,1.0
WA002274,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,413.4,2.88,0.0,8.0,75.7,4.0,0.71,2.0
WA002268,C/C=C1\N(C)C(C)CC1(c1ccccc1)c1ccccc1,277.4,4.6,0.0,1.0,3.2,2.0,0.78,1.0
WA002263,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,298.5,4.49,0.0,2.0,6.5,4.0,0.82,1.0
WA002257,OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,377.9,4.28,2.0,3.0,43.7,6.0,0.79,1.0
WA002251,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,375.9,4.43,1.0,3.0,40.5,6.0,0.76,0.0
WA002246,CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,326.5,5.05,0.0,2.0,6.5,5.0,0.76,1.0
WA002240,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,437.5,4.31,1.0,4.0,30.0,6.0,0.73,0.0
WA002235,CC(C)NNC(=O)c1ccncc1,179.2,0.72,2.0,4.0,54.0,3.0,0.67,0.0
WA002229,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,328.5,4.5,0.0,3.0,15.7,5.0,0.8,1.0
WA002223,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,382.9,4.89,0.0,4.0,42.4,1.0,0.7,0.0
WA002218,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,285.4,2.66,0.0,4.0,28.6,7.0,0.78,0.0
WA002214,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,312.4,3.44,1.0,4.0,30.9,0.0,0.81,0.0
WA002209,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,524.0,7.53,1.0,2.0,23.5,7.0,0.32,0.0
WA002204,COc1ccc2c(c1)N(CC(C)CN1CCC(O)CC1)c1ccccc1S2,384.5,4.39,1.0,4.0,35.9,5.0,0.83,1.0
WA002199,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,404.0,3.94,1.0,4.0,30.0,6.0,0.79,0.0
WA002195,OCCN1CCN(CCCN2c3ccccc3Sc3cc(Cl)ccc32)CC1,404.0,3.94,1.0,4.0,30.0,6.0,0.79,0.0
WA002194,Oc1nc2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,461.6,6.27,1.0,4.0,41.3,7.0,0.35,0.0
WA002190,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,284.4,4.24,0.0,2.0,6.5,3.0,0.83,1.0
WA002184,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,365.5,4.01,1.0,4.0,50.5,4.0,0.89,0.0
WA002178,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)nc1O,224.2,-0.3,2.0,6.0,84.6,2.0,0.67,2.0
WA002172,CCN1CCCC1CN=C(O)c1cc(S(=O)(=O)CC)ccc1OC,354.5,2.28,1.0,6.0,79.2,7.0,0.6,1.0
WA002167,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,446.6,3.18,0.0,6.0,47.1,6.0,0.68,0.0
WA002162,CCN(CC)CCN=C(O)c1cc(S(C)(=O)=O)ccc1OC,328.4,1.75,1.0,6.0,79.2,8.0,0.58,0.0
WA002156,CCN(CC)CCN=C(O)c1cc(S(C)(=O)=O)ccc1O,314.4,1.44,2.0,6.0,90.2,7.0,0.59,0.0
WA002149,COc1ccc(CN2CCNCC2)c(OC)c1OC,266.3,1.12,1.0,5.0,43.0,5.0,0.86,0.0
WA002143,CN1CCN(C2=Nc3cc(O)ccc3Oc3ccc(Cl)cc32)CC1,343.8,3.48,1.0,5.0,48.3,0.0,0.8,0.0
WA002138,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,326.5,4.44,0.0,3.0,23.6,5.0,0.76,0.0
WA002133,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,313.8,3.43,1.0,4.0,36.9,0.0,0.81,0.0
WA002128,Oc1ccc2c(c1)N=C(N1CCNCC1)c1cc(Cl)ccc1O2,329.8,3.13,2.0,5.0,57.1,0.0,0.78,0.0
WA002123,CNCCON=c1c2ccccc2ccc2ccccc12,278.4,3.04,1.0,3.0,33.6,4.0,0.59,0.0
