ID,SMILES,MolecularWeight,LogP,NumHBD,NumHBA,PSA,NumRotatableBonds,QED,NumChiralCenters
UO000024,CCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C,352.7,9.28,0.0,0.0,0.0,17.0,0.24,4.0
UO000023,CC(=O)OCCC(C)CCCC(C)CCCC(C)CCCC(C)CCC(CCCC(C)CCCC(C)CCCC(C)CCOC(C)=O)CC(CCC(C)CCCC(C)CCCC(C)CCOC(C)=O)C(C)CCC(C)CCCC(C)CCCC(C)CCCC(C)CCOC(C)=O,1356.3,27.18,0.0,8.0,105.2,68.0,0.04,17.0
UO000003,CC(=O)OCC(COCCC(C)CCCC(C)CCCC(C)CCCC(C)C)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,695.2,13.88,0.0,4.0,44.8,35.0,0.05,7.0
UO000002,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@H](COP(=O)(O)OC[C@@H](N)C(=O)O)OCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,820.2,12.86,4.0,9.0,137.5,40.0,0.04,9.0
TT000166,C=CC(C)(C)[C@@]12C[C@H]3C(O)=N[C@H](C(C)C)C(=O)N3[C@@H]1Nc1ccccc12,353.5,3.48,2.0,5.0,64.9,3.0,0.82,4.0
TT000153,C[C@H]1CCC/C=C/C(=O)c2c(O)cc(O)cc2CC(=O)O1,290.3,2.49,2.0,5.0,83.8,0.0,0.72,1.0
TT000151,C[C@H]1CCC(=O)CCC(=O)c2c(O)cc(O)cc2CC(=O)O1,306.3,1.9,2.0,6.0,100.9,0.0,0.71,1.0
TT000148,C[C@H]1CCC(=O)[C@@H](O)CC(=O)c2c(O)cc(O)cc2CC(=O)O1,322.3,0.87,3.0,7.0,121.1,0.0,0.61,2.0
TT000133,C[C@H]1CC/C=C/CC(=O)c2c(O)cc(O)cc2CC(=O)O1,290.3,2.49,2.0,5.0,83.8,0.0,0.57,1.0
TT000132,CCC(C)[C@H]1N=C(O)[C@H](Cc2c[nH]c3ccccc23)N=C1O,299.4,3.42,3.0,5.0,81.0,4.0,0.81,3.0
TT000131,CC(C)C[C@H]1N=C(O)[C@H](Cc2c[nH]c3ccccc23)N=C1O,299.4,3.42,3.0,5.0,81.0,4.0,0.81,2.0
TT000129,Cc1c(O)cc2c(c1O)C(=O)O[C@H](C)[C@@H]2C,222.2,2.07,2.0,4.0,66.8,0.0,0.66,2.0
TT000123,Cc1cc(O)c2c(=O)oc3c(c2c1)[C@@H](O)CC3,232.2,1.79,2.0,4.0,70.7,0.0,0.73,1.0
TT000121,COC(=O)[C@]1(O)CCc2oc(=O)c3c(O)cc(C)cc3c21,290.3,1.11,2.0,6.0,97.0,1.0,0.76,1.0
TT000113,COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1O,374.3,2.91,2.0,8.0,107.6,5.0,0.7,0.0
PR010241,CC(O)=N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,607.4,-3.4,9.0,20.0,309.6,10.0,0.07,11.0
PR010240,NCCc1ccc(O)cc1,137.2,0.89,3.0,2.0,46.2,2.0,0.64,0.0
PR010239,Cc1cnc(O)nc1O,126.1,0.2,2.0,4.0,66.2,0.0,0.52,0.0
PR010238,O=C(O)CCC(=O)O,118.1,-0.06,2.0,4.0,74.6,3.0,0.54,0.0
PR010237,CCCCCCCCCCCCCCCCCC(=O)O,284.5,6.33,1.0,2.0,37.3,16.0,0.34,0.0
PR010236,NCCCNCCCCNCCCN,202.3,-0.36,6.0,4.0,76.1,11.0,0.35,0.0
PR010234,NCCCCNCCCN,145.3,-0.34,5.0,3.0,64.1,7.0,0.43,0.0
PR010233,O=C(O)CCCCCCCCC(=O)O,202.2,2.28,2.0,4.0,74.6,9.0,0.56,0.0
PR010232,N[C@@H](CSCC(=O)O)C(=O)O,179.2,-0.78,4.0,5.0,100.6,5.0,0.51,1.0
PR010231,O=P(O)(O)OC[C@@H](O)CO,172.1,-1.55,4.0,6.0,107.2,4.0,0.38,1.0
PR010230,C[C@@H](O)CN,75.1,-0.67,3.0,2.0,46.2,1.0,0.43,1.0
PR010229,Cc1ncc(CO)c(CO)c1O,169.2,0.08,3.0,4.0,73.6,2.0,0.59,0.0
PR010228,O=c1ccc2cc3ccoc3cc2o1,186.2,2.54,0.0,3.0,43.4,0.0,0.51,0.0
PR010227,O=C(O)c1ccc(O)c(O)c1,154.1,0.8,3.0,4.0,77.8,1.0,0.52,0.0
PR010226,O=C(O)c1ccc(O)cc1,138.1,1.09,2.0,3.0,57.5,1.0,0.61,0.0
PR010225,NCCS,77.2,-0.13,2.0,1.0,26.0,1.0,0.42,0.0
PR010224,CC(O)=NCCCCN,130.2,0.7,3.0,3.0,58.6,4.0,0.33,0.0
PR010222,O=C(O)/C=C/c1cnc[nH]1,138.1,0.51,2.0,4.0,66.0,2.0,0.58,0.0
PR010221,c1ccc(NCC2CCCN2)cc1,176.3,1.85,2.0,2.0,24.1,3.0,0.73,1.0
PR010219,O=C(O)Cc1ccc(O)c(O)c1,168.1,0.72,3.0,4.0,77.8,2.0,0.57,0.0
PR010218,NCCCCCC(=O)O,131.2,0.59,3.0,3.0,63.3,5.0,0.54,0.0
PR010217,NCC(=O)CCC(=O)O,131.1,-0.62,3.0,4.0,80.4,4.0,0.53,0.0
PR010215,NCCCC(=O)O,103.1,-0.19,3.0,3.0,63.3,3.0,0.52,0.0
PR010214,O=C(O)C(=O)Cc1ccccc1,164.2,0.88,1.0,3.0,54.4,3.0,0.67,0.0
PR010213,O=C(O)CCC(=O)CC(=O)O,160.1,-0.11,2.0,5.0,91.7,5.0,0.55,0.0
PR010211,CC(N)(CO)C(=O)O,119.1,-1.22,4.0,4.0,83.6,2.0,0.43,1.0
PR010210,O=C(O)CCC(=O)C(=O)O,146.1,-0.5,2.0,5.0,91.7,4.0,0.52,0.0
PR010209,CCCCCCCC/C=C\CCCCCCCC(=O)O,282.5,6.11,1.0,2.0,37.3,15.0,0.29,0.0
PR010208,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,176.1,-1.41,4.0,6.0,107.2,2.0,0.39,2.0
PR010205,Cn1cnc(N)c2ncnc1-2,149.2,-0.1,2.0,5.0,69.6,0.0,0.57,0.0
PR010204,CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,335.4,-0.18,4.0,9.0,125.6,5.0,0.55,4.0
PR010203,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,278.4,5.66,1.0,2.0,37.3,13.0,0.35,0.0
PR010202,CCCCCCCCCCCCCCCC(=O)O,256.4,5.55,1.0,2.0,37.3,14.0,0.41,0.0
PR010201,CSCC[C@H](N=CO)C(=O)O,177.2,0.78,2.0,4.0,69.9,5.0,0.48,1.0
PR010200,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,278.4,5.66,1.0,2.0,37.3,13.0,0.35,0.0
PR010199,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,280.5,5.88,1.0,2.0,37.3,14.0,0.32,0.0
PR010198,O=C(O)Cc1c[nH]c2ccccc12,175.2,1.8,2.0,3.0,53.1,2.0,0.73,0.0
PR010196,CCCCc1ccc(C(=O)O)nc1,179.2,2.12,1.0,3.0,50.2,4.0,0.77,0.0
PR010195,CCC(O)C(=O)O,104.1,-0.16,2.0,3.0,57.5,2.0,0.51,1.0
PR010194,O=C(O)CCCCC1CCSS1,206.3,2.79,1.0,2.0,37.3,5.0,0.55,1.0
PR010193,CCOC(=O)c1ccc(N)cc1,165.2,1.45,2.0,3.0,52.3,2.0,0.53,0.0
PR010192,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)C[C@@H]1O,332.2,-0.71,4.0,11.0,160.0,4.0,0.53,3.0
PR010191,O=C(O)/C=C/c1ccccc1,148.2,1.78,1.0,2.0,37.3,2.0,0.65,0.0
PR010190,C/C(=C\C(=O)O)C(=O)O,130.1,0.1,2.0,4.0,74.6,2.0,0.52,0.0
PR010189,O=C(O)c1cccnc1,123.1,0.78,1.0,3.0,50.2,1.0,0.6,0.0
PR010188,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,342.3,-5.4,8.0,11.0,189.5,4.0,0.24,10.0
PR010185,NNc1ccccc1,108.1,0.97,3.0,2.0,38.0,1.0,0.42,0.0
PR010184,O=C(O)/C=C/c1ccccc1O,164.2,1.49,2.0,3.0,57.5,2.0,0.65,0.0
PR010182,CN[C@@H](C)C(=O)O,103.1,-0.32,2.0,3.0,49.3,2.0,0.5,1.0
PR010181,N=C(O)c1cccnc1,122.1,0.96,2.0,3.0,57.0,1.0,0.43,0.0
PR010180,CC(O)=N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,221.2,-2.24,5.0,7.0,122.7,2.0,0.27,5.0
PR010177,N=c1[nH]c(N2CCCCC2)cc(N)[n+]1[O-],209.3,-0.3,4.0,6.0,95.8,1.0,0.44,0.0
PR010176,O=C(O)CC(=O)O,104.1,-0.45,2.0,4.0,74.6,2.0,0.46,0.0
PR010175,N[C@@H](CCSSCC[C@H](N)C(=O)O)C(=O)O,268.4,-0.03,6.0,6.0,126.6,9.0,0.34,2.0
PR010174,NCCCC(O)=N[C@@H](Cc1cnc[nH]1)C(=O)O,240.3,0.1,5.0,7.0,124.6,7.0,0.4,1.0
PR010173,N[C@@H](CC(=O)O)C(=O)O,133.1,-1.13,4.0,5.0,100.6,3.0,0.45,1.0
PR010172,N=C(O)C[C@H](N)C(=O)O,132.1,-0.68,5.0,5.0,107.4,3.0,0.3,1.0
PR010171,O=C(O)c1ccncc1,123.1,0.78,1.0,3.0,50.2,1.0,0.6,0.0
PR010170,O=C(O)C1=CCNCC1,127.1,-0.01,2.0,3.0,49.3,1.0,0.52,0.0
PR010169,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O,268.2,-1.86,4.0,9.0,133.8,2.0,0.5,4.0
PR010168,O=CCc1c[nH]c2ccccc12,159.2,1.91,1.0,2.0,32.9,2.0,0.67,0.0
PR010166,CC(C)Cc1ccc(C(C)C(=O)O)cc1,206.3,3.07,1.0,2.0,37.3,4.0,0.82,1.0
PR010165,Oc1ncnc2[nH]cnc12,136.1,0.06,2.0,5.0,74.7,0.0,0.54,0.0
PR010164,NO,33.0,-0.67,3.0,2.0,46.2,0.0,0.35,0.0
PR010163,N=c1nc(O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,283.2,-2.44,6.0,10.0,160.5,2.0,0.36,4.0
PR010161,NCC(O)=NCC(=O)O,132.1,-1.01,4.0,5.0,95.9,3.0,0.34,0.0
PR010159,O=C(O)CO,76.1,-0.94,2.0,3.0,57.5,1.0,0.42,0.0
PR010158,O=C(O)CCCC(=O)O,132.1,0.33,2.0,4.0,74.6,4.0,0.58,0.0
PR010157,O=C(O)/C=C/C(=O)O,116.1,-0.29,2.0,4.0,74.6,2.0,0.49,0.0
PR010156,N[C@@H](CO)C(=O)O,105.1,-1.61,4.0,4.0,83.6,2.0,0.39,1.0
PR010155,NCCO,61.1,-1.06,3.0,2.0,46.2,1.0,0.41,0.0
PR010154,CN=C(O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,275.4,1.98,1.0,5.0,48.3,1.0,0.63,2.0
PR010153,CC(O)CC(=O)O,104.1,-0.16,2.0,3.0,57.5,2.0,0.51,1.0
PR010152,CC(C(=O)O)C(N)C(=O)O,147.1,-0.88,4.0,5.0,100.6,3.0,0.48,2.0
PR010151,O=C(O)CC(C(=O)O)C(O)C(=O)O,192.1,-1.39,4.0,7.0,132.1,5.0,0.42,2.0
PR010150,NCC(N)C(=O)O,104.1,-1.64,5.0,4.0,89.3,2.0,0.39,1.0
PR010148,OC1=NC(O)=NCC1,114.1,0.26,2.0,4.0,65.2,0.0,0.47,0.0
PR010147,OCCNCCO,105.1,-1.44,3.0,3.0,52.5,4.0,0.38,0.0
PR010146,CNCC(=O)O,89.1,-0.71,2.0,3.0,49.3,2.0,0.47,0.0
PR010145,N[C@H](CCC[C@@H](N)C(=O)O)C(=O)O,190.2,-1.02,6.0,6.0,126.6,6.0,0.42,2.0
PR010144,O=C(O)C[C@@H](O)C(=O)O,134.1,-1.09,3.0,5.0,94.8,3.0,0.46,1.0
PR010143,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,179.2,-3.25,6.0,6.0,116.2,1.0,0.29,5.0
PR010142,CC(C)(S)[C@@H](N)C(=O)O,149.2,0.11,3.0,3.0,63.3,2.0,0.49,1.0
PR010140,O=C(O)/C=C\c1ccc(O)c(O)c1,180.2,1.2,3.0,4.0,77.8,2.0,0.47,0.0
PR010138,NC12CC3CC(CC(C3)C1)C2,151.3,1.91,2.0,1.0,26.0,0.0,0.56,0.0
PR010137,N=C(O)N[C@@H]1N=C(O)N=C1O,158.1,-0.72,5.0,7.0,121.3,1.0,0.26,1.0
PR010135,OC[C@@H](O)[C@@H](O)[C@@H](O)CO,152.1,-2.95,5.0,5.0,101.2,4.0,0.3,3.0
PR010133,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O,329.2,-0.82,4.0,11.0,154.8,1.0,0.57,5.0
PR010132,N#CCCN,70.1,-0.14,2.0,2.0,49.8,1.0,0.47,0.0
PR010130,COc1cc(/C=C/C(=O)O)cc(OC)c1O,224.2,1.51,2.0,5.0,76.0,4.0,0.76,0.0
PR010128,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,197.2,0.05,5.0,5.0,103.8,3.0,0.51,1.0
PR010127,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,331.2,-0.83,5.0,11.0,165.8,4.0,0.52,3.0
PR010126,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,251.2,-0.95,4.0,8.0,119.3,2.0,0.63,3.0
PR010125,NCCP(=O)(O)O,125.1,-0.88,4.0,4.0,83.6,2.0,0.42,0.0
PR010124,Cn1cnc(CCN)c1,125.2,-0.08,2.0,3.0,43.8,2.0,0.6,0.0
PR010123,C[C@@H](N)P(=O)(O)O,125.1,-0.53,4.0,4.0,83.6,1.0,0.41,1.0
PR010122,NCCc1cnc[nH]1,111.1,-0.09,3.0,3.0,54.7,2.0,0.56,0.0
PR010121,COc1ccc2c(c1)=NC1=C(C)NCCC=21,214.3,0.7,1.0,3.0,33.6,1.0,0.75,0.0
PR010120,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,398.4,-3.26,6.0,11.0,185.5,7.0,0.34,6.0
PR010118,NC(CCS)C(=O)O,135.2,-0.28,3.0,3.0,63.3,3.0,0.47,1.0
PR010117,N[C@@H](CS)C(O)=NCC(=O)O,178.2,-0.72,4.0,5.0,95.9,4.0,0.26,1.0
PR010116,CC(O)=NC(CO)C(=O)O,147.1,-0.59,3.0,5.0,90.1,3.0,0.37,1.0
PR010115,CC(=O)OC[C@H](N)C(=O)O,147.1,-1.04,3.0,5.0,89.6,3.0,0.5,1.0
PR010114,C/C(=C\CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,296.5,6.36,1.0,1.0,20.2,13.0,0.39,2.0
PR010113,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,266.3,4.66,1.0,1.0,20.2,0.0,0.53,0.0
PR010112,CC(C(=O)O)C(=O)O,118.1,-0.21,2.0,4.0,74.6,2.0,0.49,0.0
PR010111,O=Cc1c[nH]c2ccccc12,145.2,1.98,1.0,2.0,32.9,1.0,0.61,0.0
PR010109,N#CCc1c[nH]c2ccccc12,156.2,2.23,1.0,2.0,39.6,1.0,0.68,0.0
PR010108,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,194.1,-3.13,5.0,7.0,127.4,1.0,0.3,5.0
PR010106,O=C(/C=C/c1ccccc1)c1ccccc1,208.3,3.58,0.0,1.0,17.1,3.0,0.56,0.0
PR010104,Cc1cc(=O)oc2cc(O)ccc12,176.2,1.81,1.0,3.0,50.4,0.0,0.62,0.0
PR010103,NCCc1c[nH]c2ccccc12,160.2,1.67,3.0,2.0,41.8,2.0,0.69,0.0
PR010101,NCCCCN,88.2,-0.32,4.0,2.0,52.0,3.0,0.46,0.0
PR010100,Oc1ccnc(O)n1,112.1,-0.11,2.0,4.0,66.2,0.0,0.49,0.0
PR010099,Nc1ccccc1C(=O)O,137.1,0.97,3.0,3.0,63.3,1.0,0.57,0.0
PR010098,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,267.2,-1.98,5.0,9.0,139.5,2.0,0.49,4.0
PR010097,Nc1nc[nH]c2ncnc1-2,135.1,-0.11,3.0,5.0,80.5,0.0,0.53,0.0
PR010096,CC(C)=CCN=C1N=CNC2=NC=NC21,203.2,0.79,1.0,5.0,61.5,2.0,0.66,1.0
PR010095,NCCc1c[nH]c2ccc(O)cc12,176.2,1.37,4.0,3.0,62.0,2.0,0.65,0.0
PR010092,OCc1ccc(O)cc1,124.1,0.88,2.0,2.0,40.5,1.0,0.58,0.0
PR010091,O=C(O)CCCCCCCCCCCCCCCO,272.4,4.52,2.0,3.0,57.5,15.0,0.43,0.0
PR010090,c1cnc2c(c1)ccc1cccnc12,180.2,2.78,0.0,2.0,25.8,0.0,0.5,0.0
PR010089,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,430.7,8.84,1.0,2.0,29.5,12.0,0.36,3.0
PR010088,CCC(C)C(=O)C(=O)O,130.1,0.69,1.0,3.0,54.4,3.0,0.57,1.0
PR010086,OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,182.2,-3.59,6.0,6.0,121.4,5.0,0.26,4.0
PR010083,O=C(O)C(=O)Cc1ccc(O)cc1,180.2,0.59,2.0,4.0,74.6,3.0,0.67,0.0
PR010082,O=C(O)c1cccnc1C(=O)O,167.1,0.48,2.0,5.0,87.5,2.0,0.67,0.0
PR010081,NC1(C(=O)O)CCCC1,129.2,0.34,3.0,3.0,63.3,1.0,0.54,0.0
PR010080,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,180.2,-3.22,5.0,6.0,110.4,1.0,0.29,5.0
PR010078,NCCC(=O)O,89.1,-0.58,3.0,3.0,63.3,2.0,0.48,0.0
PR010077,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,342.3,-5.4,8.0,11.0,189.5,4.0,0.24,10.0
PR010075,O=C(O)[C@@H]1C[C@@H](O)CN1,131.1,-1.21,3.0,4.0,69.6,1.0,0.42,2.0
PR010074,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,342.3,-5.4,8.0,11.0,189.5,4.0,0.24,10.0
PR010072,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,504.4,-7.57,11.0,16.0,268.7,7.0,0.15,15.0
PR010070,CC(C)[C@H](N)C(=O)O,117.1,0.05,3.0,3.0,63.3,2.0,0.54,1.0
PR010069,C[C@H](O)[C@H](N)C(=O)O,119.1,-1.22,4.0,4.0,83.6,2.0,0.43,2.0
PR010068,O=C(O)[C@@H]1CCC(O)=N1,129.1,0.19,2.0,4.0,69.9,1.0,0.53,1.0
PR010067,O=C(O)[C@@H]1CCCN1,115.1,-0.18,2.0,3.0,49.3,1.0,0.5,1.0
PR010066,NCCC[C@H](N)C(=O)O,132.2,-0.86,5.0,4.0,89.3,4.0,0.46,1.0
PR010065,CCC[C@H](N)C(=O)O,117.1,0.2,3.0,3.0,63.3,3.0,0.55,1.0
PR010064,CCCC[C@H](N)C(=O)O,131.2,0.59,3.0,3.0,63.3,4.0,0.59,1.0
PR010063,CS(=O)(=O)CC[C@H](N)C(=O)O,181.2,-1.17,3.0,5.0,97.5,4.0,0.57,1.0
PR010062,NCCCC[C@H](N)C(=O)O,146.2,-0.47,5.0,4.0,89.3,5.0,0.46,1.0
PR010061,CC[C@H](C)[C@H](N)C(=O)O,131.2,0.44,3.0,3.0,63.3,3.0,0.58,2.0
PR010060,N[C@H](CO)Cc1cnc[nH]1,141.2,-0.73,4.0,4.0,74.9,3.0,0.52,1.0
PR010059,N=C(O)CC[C@H](N)C(=O)O,146.1,-0.29,5.0,5.0,107.4,4.0,0.32,1.0
PR010058,N[C@@H](CCC(=O)O)C(=O)O,147.1,-0.74,4.0,5.0,100.6,4.0,0.49,1.0
PR010057,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,240.3,-0.81,6.0,6.0,126.6,7.0,0.34,2.0
PR010056,C[C@H](N)C(=O)O,89.1,-0.58,3.0,3.0,63.3,1.0,0.45,1.0
PR010055,O=C(O)C[C@H](O)C(=O)O,134.1,-1.09,3.0,5.0,94.8,3.0,0.46,1.0
PR010054,OCC1(O)OC[C@@H](O)[C@@H]1O,150.1,-2.58,4.0,5.0,90.2,1.0,0.33,3.0
PR010053,O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H]1O,230.1,-2.47,5.0,8.0,136.7,3.0,0.34,4.0
PR010051,O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,260.1,-3.1,6.0,9.0,156.9,3.0,0.29,5.0
PR010049,O=P(O)(O)OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,260.1,-3.1,6.0,9.0,156.9,4.0,0.29,4.0
PR010048,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,342.3,-5.4,8.0,11.0,189.5,4.0,0.24,10.0
PR010047,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,180.2,-3.22,5.0,6.0,110.4,1.0,0.29,5.0
PR010045,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,180.2,-3.22,5.0,6.0,110.4,1.0,0.29,5.0
PR010043,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,150.1,-2.58,4.0,5.0,90.2,1.0,0.33,4.0
PR010042,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,180.2,-3.22,5.0,6.0,110.4,2.0,0.31,4.0
PR010040,OC1OC[C@@H](O)[C@@H](O)[C@@H]1O,150.1,-2.58,4.0,5.0,90.2,0.0,0.3,4.0
PR010039,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,342.3,-5.4,8.0,11.0,189.5,5.0,0.24,9.0
PR010038,N[C@@H](Cc1ccc(O)cc1)C(=O)O,181.2,0.35,4.0,4.0,83.6,3.0,0.63,1.0
PR010037,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,204.2,1.12,4.0,4.0,79.1,3.0,0.7,1.0
PR010036,N[C@@H](Cc1ccccc1)C(=O)O,165.2,0.64,3.0,3.0,63.3,3.0,0.69,1.0
PR010035,CSCC[C@H](N)C(=O)O,149.2,0.15,3.0,3.0,63.3,4.0,0.6,1.0
PR010034,CC(C)C[C@H](N)C(=O)O,131.2,0.44,3.0,3.0,63.3,3.0,0.58,1.0
PR010033,N[C@@H](Cc1cnc[nH]1)C(=O)O,155.2,-0.64,4.0,5.0,92.0,3.0,0.54,1.0
PR010032,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,180.2,-3.22,5.0,6.0,110.4,1.0,0.29,5.0
PR010030,N=C(N)NCCC[C@H](N)C(=O)O,174.2,-1.34,7.0,6.0,125.2,5.0,0.2,1.0
PR010029,O=c1nc(O)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,244.2,-2.44,4.0,8.0,125.0,2.0,0.46,4.0
PR010028,NCCS(=O)(=O)O,125.1,-1.17,3.0,4.0,80.4,2.0,0.46,0.0
PR010027,NCCS(=O)O,109.2,-0.83,3.0,3.0,63.3,2.0,0.45,1.0
PR010026,N[C@@H](CCSC[C@H](N)C(=O)O)C(=O)O,222.3,-1.07,6.0,6.0,126.6,7.0,0.4,2.0
PR010024,Cc1ncc(CO)c(CN)c1O,168.2,0.05,4.0,4.0,79.4,2.0,0.58,0.0
PR010023,CC(C)(O)C(=O)O,104.1,-0.16,2.0,3.0,57.5,1.0,0.49,0.0
PR010022,O=C(O)C(=O)O,90.0,-0.84,2.0,4.0,74.6,0.0,0.38,0.0
PR010021,N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,179.2,-3.25,6.0,6.0,116.2,1.0,0.29,5.0
PR010018,CC(C)(CO)[C@@H](O)C(O)=NCCC(=O)O,219.2,-0.2,4.0,6.0,110.4,6.0,0.36,1.0
PR010016,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,180.2,-3.83,6.0,6.0,121.4,0.0,0.23,0.0
PR010015,N[C@@H](CS)C(=O)O,121.2,-0.67,3.0,3.0,63.3,2.0,0.42,1.0
PR010014,NCC(=O)O,75.1,-0.97,3.0,3.0,63.3,1.0,0.42,0.0
PR010013,OCC(O)CO,92.1,-1.67,3.0,3.0,60.7,2.0,0.38,0.0
PR010012,O=C(O)/C=C(/CC(=O)O)C(=O)O,174.1,-0.44,3.0,6.0,111.9,4.0,0.5,0.0
PR010011,Cn1c(=O)c2c(ncn2C)n(C)c1=O,194.2,-1.03,0.0,6.0,61.8,0.0,0.54,0.0
PR010010,NCCCCCN,102.2,0.07,4.0,2.0,52.0,4.0,0.49,0.0
PR010009,Cc1cnc(O)[nH]c1=N,125.1,-0.1,3.0,4.0,72.8,0.0,0.45,0.0
PR010008,O=C(O)Cc1ccc(O)cc1,152.1,1.02,2.0,3.0,57.5,2.0,0.66,0.0
PR010007,NC1(C(=O)O)CC1,101.1,-0.44,3.0,3.0,63.3,1.0,0.47,0.0
PR010006,CNC[C@H](O)c1cccc(O)c1,167.2,0.64,3.0,3.0,52.5,3.0,0.62,1.0
PR010005,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,174.2,-1.52,4.0,5.0,98.0,1.0,0.39,3.0
PR010004,COc1cc(/C=C/C(=O)O)ccc1O,194.2,1.5,2.0,4.0,66.8,3.0,0.72,0.0
PR010003,O=C(O)CC(O)(CC(=O)O)C(=O)O,192.1,-1.25,4.0,7.0,132.1,5.0,0.43,0.0
PR010002,OCC1(O)COC(O)(CO)CO1,180.2,-2.6,4.0,6.0,99.4,2.0,0.37,2.0
PR010001,NCCCN,74.1,-0.71,4.0,2.0,52.0,2.0,0.45,0.0
OUF01005,C[C@@H](O)[C@H](N)C(=O)O,119.1,-1.22,4.0,4.0,83.6,2.0,0.43,2.0
OUF00502,N[C@@H](CCC(O)=N[C@@H](CS)C(=O)O)C(=O)O,250.3,-0.48,5.0,7.0,133.2,7.0,0.24,2.0
OUF00501,CNC[C@H](N)C(=O)O,118.1,-1.38,4.0,4.0,75.4,3.0,0.43,1.0
