ID,SMILES,MolecularWeight,LogP,NumHBD,NumHBA,PSA,NumRotatableBonds,QED,NumChiralCenters
JP009931,CC(=O)OC/C=C(\C)CCC(=O)OCc1ccccc1,276.3,3.02,0.0,4.0,52.6,7.0,0.57,0.0
JP009930,O=C(Oc1cc(O)c(Cl)cc1Cl)N1CCCC1,276.1,3.29,1.0,4.0,49.8,1.0,0.86,0.0
JP009929,C=CC1(C)CCc2cc(CCCCCC)c(O)cc2O1,274.4,4.78,1.0,2.0,29.5,6.0,0.6,1.0
JP009928,C#CCOc1c(Cl)cc(C(=O)OC)c(O)c1Cl,275.1,2.5,1.0,4.0,55.8,3.0,0.68,0.0
JP009927,CNC(CO)C(C)(O)CCCC(C)CCCC(C)C,273.5,2.95,3.0,3.0,52.5,11.0,0.54,3.0
JP009926,C=CC(=C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,272.5,6.93,0.0,0.0,0.0,10.0,0.3,0.0
JP009925,CCC1(C)CC(C)(C)c2cc3c(cc21)C(C)COC3C,272.4,5.23,0.0,1.0,9.2,1.0,0.68,3.0
JP009923,CC(=O)Oc1ccc(Oc2ccc(C(=O)O)cc2)cc1,272.3,3.1,1.0,5.0,72.8,4.0,0.68,0.0
JP009922,CC(=O)Oc1cccc(Oc2ccc(C(=O)O)cc2)c1,272.3,3.1,1.0,5.0,72.8,4.0,0.68,0.0
JP009920,CC(=O)CCCC(C)CCCC(C)CCCC(C)C,268.5,6.01,0.0,1.0,17.1,12.0,0.42,2.0
JP009919,CCOC(=O)CC(C)CCCC(C)CCC=C(C)C,268.4,5.13,0.0,2.0,26.3,10.0,0.41,2.0
JP009918,COC(=O)c1ccccc1N/N=C(/C)c1ccccc1,268.3,3.31,1.0,4.0,50.7,4.0,0.53,0.0
JP009917,CCC(CCC(C)CCCC(C)C)C(C)C,226.4,5.91,0.0,0.0,0.0,9.0,0.46,2.0
JP009916,CC(=O)OCCC/C=C(\C)CCC=C(C)C,224.3,4.02,0.0,2.0,26.3,7.0,0.37,0.0
JP009915,CC(=O)OCCC/C=C(/C)CCC=C(C)C,224.3,4.02,0.0,2.0,26.3,7.0,0.37,0.0
JP009913,C=C(N1CCNC(C)C1)N1CCNC(C)C1,224.4,0.05,2.0,4.0,30.5,2.0,0.69,2.0
JP009912,Oc1cccc(/N=C\C=Cc2ccccc2)c1,223.3,3.81,1.0,2.0,32.6,3.0,0.79,0.0
JP009911,COC(=O)C1C(C=C(Cl)Cl)C1(C)C,223.1,2.75,0.0,2.0,26.3,2.0,0.67,2.0
JP009910,CCCCC/C=C/C=C/C(=O)N1CCCC1,221.3,3.3,0.0,2.0,20.3,6.0,0.38,0.0
JP009909,COC(=O)C(Cc1ccccc1)N=C(C)O,221.3,1.75,1.0,4.0,58.9,4.0,0.48,1.0
JP009908,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC=O,234.4,4.99,0.0,1.0,17.1,8.0,0.43,0.0
JP009907,Cc1c(C)c2c(c(C)c1O)CCC(C)(C)O2,220.3,3.42,1.0,2.0,29.5,0.0,0.73,0.0
JP009906,COC(=O)/C(C)=C/c1ccc2c(c1)OCO2,220.2,1.99,0.0,4.0,44.8,2.0,0.56,0.0
JP009905,C=C(COC(C)=O)CC(Cl)OC(C)=O,220.7,1.62,0.0,4.0,52.6,5.0,0.4,1.0
JP009904,Cc1ccc(O)c(/N=N/c2nccs2)c1,219.3,3.57,1.0,4.0,57.8,2.0,0.78,0.0
JP009903,COC(=O)c1cc(Cl)cc(N)c1Cl,220.1,2.36,2.0,3.0,52.3,1.0,0.58,0.0
JP009902,CCC(CO)(CC=C(C)C)c1ccccc1,218.3,3.68,1.0,1.0,20.2,5.0,0.75,1.0
JP009901,CC(C)=CCC(C)(C)C(O)c1ccccc1,218.3,4.1,1.0,1.0,20.2,4.0,0.75,1.0
JP009900,CC(C)=CCCC(C)CCBr,219.2,4.15,0.0,0.0,0.0,5.0,0.48,1.0
JP009899,CC(C)=CCC/C(C)=C/CC/C(C)=C/C#N,217.4,4.93,0.0,1.0,23.8,6.0,0.46,0.0
JP009898,C=CC1(O)CCN(Cc2ccccc2)CC1,217.3,2.2,1.0,2.0,23.5,3.0,0.78,0.0
JP009897,CC(CCO)CCOC1CC(C)CCO1,216.3,2.18,1.0,3.0,38.7,6.0,0.74,3.0
JP009896,CC(CCOC1CCCCO1)C(C)(C)O,216.3,2.33,1.0,3.0,38.7,5.0,0.77,2.0
JP009894,COC(=O)CCCCCCCC(=O)OC,216.3,2.06,0.0,4.0,52.6,8.0,0.46,0.0
JP009893,CCCC(C)(CC=C(C)C)C(OC)OC,214.3,3.77,0.0,2.0,18.5,7.0,0.47,1.0
JP009892,CC(CC=O)CCOC1CC(C)CCO1,214.3,2.39,0.0,3.0,35.5,6.0,0.64,3.0
JP009891,CCC(O)CC/C(C)=C/CCC(=O)OC,214.3,2.44,1.0,3.0,46.5,7.0,0.52,1.0
JP009890,CC(=O)OCCCCCCCCCC=O,214.3,2.87,0.0,3.0,43.4,10.0,0.32,0.0
JP009889,C=CC(C)(O)CC(O)(C=C)CC(=O)OC,214.3,0.79,2.0,4.0,66.8,6.0,0.51,2.0
JP009888,BrCCCCBr,215.9,2.56,0.0,0.0,0.0,3.0,0.5,0.0
JP009887,CCC(=O)CC/C(C)=C/CCC(=O)OC,212.3,2.65,0.0,3.0,43.4,7.0,0.48,0.0
JP009886,CC(=O)OC/C=C(\C)CC/C=C(\C)CO,212.3,2.21,1.0,3.0,46.5,6.0,0.54,0.0
JP009885,CC(=O)OC/C=C(/C)CC/C=C(\C)CO,212.3,2.21,1.0,3.0,46.5,6.0,0.54,0.0
JP009884,C=C(C)C(O)CC/C(C)=C/COC(C)=O,212.3,2.21,1.0,3.0,46.5,6.0,0.54,1.0
JP009883,CCC(=O)CCC(=O)N1CCN(C)CC1,212.3,0.52,0.0,4.0,40.6,4.0,0.68,0.0
JP009882,O=C(Cc1ccccc1)Cc1ccccc1,210.3,3.04,0.0,1.0,17.1,4.0,0.76,0.0
JP009881,C=CCC(O)C(C)(CC=C(C)C)CCC,210.4,4.09,1.0,1.0,20.2,7.0,0.63,2.0
JP009880,COC(=O)CC/C=C(\C)CCC=C(C)C,210.3,3.63,0.0,2.0,26.3,6.0,0.49,0.0
JP009879,COC(=O)CC/C=C(/C)CCC=C(C)C,210.3,3.63,0.0,2.0,26.3,6.0,0.49,0.0
JP009878,CC(=O)OC/C=C(\C)CC/C=C(\C)C=O,210.3,2.42,0.0,3.0,43.4,6.0,0.29,0.0
JP009877,CC(=O)OC/C=C(/C)CC/C=C(\C)C=O,210.3,2.42,0.0,3.0,43.4,6.0,0.29,0.0
JP009876,CC(C)=CCN(CC=C(C)C)C(C)(C)C,209.4,4.02,0.0,1.0,3.2,4.0,0.63,0.0
JP009874,C=CC(=C)CCCC(C)CCCC(C)C,208.4,5.36,0.0,0.0,0.0,9.0,0.45,1.0
JP009872,CC1=C(CCC(C)C=O)C(C)(C)CCC1,208.3,4.13,0.0,1.0,17.1,4.0,0.5,1.0
JP009871,CC(=O)CC(=O)C1CCC(C)(C)C=C1C,208.3,2.92,0.0,2.0,34.1,3.0,0.53,1.0
JP009870,CC1(CCO)CCc2cc(O)ccc2O1,208.3,1.86,2.0,3.0,49.7,2.0,0.78,1.0
JP009869,CC1(CCO)CCc2c(O)cccc2O1,208.3,1.86,2.0,3.0,49.7,2.0,0.78,1.0
JP009868,CCC(=O)OCc1ccc2c(c1)OCO2,208.2,1.87,0.0,4.0,44.8,3.0,0.71,0.0
JP009867,CC(=O)OC/C=C(\C)C=C(Cl)Cl,209.1,2.81,0.0,2.0,26.3,3.0,0.53,0.0
JP009866,CC1=C(C/C=C(\C)C=O)C(C)(C)CCC1,206.3,4.05,0.0,1.0,17.1,3.0,0.39,0.0
JP009865,C(=NC1CCCCC1)=NC1CCCCC1,206.3,3.83,0.0,2.0,24.7,2.0,0.61,0.0
JP009864,Cc1cc2c(c(C)c1O)CCC(C)(C)O2,206.3,3.11,1.0,2.0,29.5,0.0,0.71,0.0
JP009863,Cc1ccc2c(c1)CCC(C)(CCO)O2,206.3,2.46,1.0,2.0,29.5,2.0,0.81,1.0
JP009862,Cc1c(C)c2c(c(C)c1O)CCC(=O)O2,206.2,2.17,1.0,3.0,46.5,0.0,0.52,0.0
JP009861,C/C(=C/c1cccc2c1OCO2)C(=O)O,206.2,1.9,1.0,4.0,55.8,2.0,0.75,0.0
JP009860,CC(C)(O)CCCC(C)(O)C(O)CO,206.3,0.03,4.0,4.0,80.9,6.0,0.49,2.0
JP009858,CC(C)=CCC(C)(CO)c1ccccc1,204.3,3.29,1.0,1.0,20.2,4.0,0.75,1.0
JP009857,CC(=O)c1cc(C(C)=O)cc(C(C)=O)c1,204.2,2.29,0.0,3.0,51.2,3.0,0.71,0.0
JP009856,CCOC(C)OC/C=C(C)/C=C/Cl,204.7,3.08,0.0,2.0,18.5,6.0,0.49,1.0
JP009855,N=C(O)Nc1ccc(Cl)c(Cl)c1,205.0,2.9,3.0,3.0,56.1,1.0,0.49,0.0
JP009854,C=COC/C=C/CCCc1ccccc1,202.3,3.73,0.0,1.0,9.2,7.0,0.37,0.0
JP009853,CC(C)CCCC(C)CCCC(C)O,200.4,4.0,1.0,1.0,20.2,8.0,0.63,2.0
JP009852,CCNS(=O)(=O)c1ccc(C)cc1,199.3,1.29,1.0,3.0,46.2,3.0,0.8,0.0
JP009851,OC(Cc1ccccc1)c1ccccc1,198.3,2.96,1.0,1.0,20.2,3.0,0.8,1.0
JP009850,COC(=O)C(Cl)Cc1ccccc1,198.6,2.01,0.0,2.0,26.3,3.0,0.55,1.0
JP009849,C=C(CCl)C(Cl)C(OC)OC,199.1,2.01,0.0,2.0,18.5,5.0,0.38,1.0
JP009848,CC(=O)OC/C=C(\C)CCC=C(C)C,196.3,3.24,0.0,2.0,26.3,5.0,0.5,0.0
JP009847,CCOC(=O)/C=C(\C)CCC=C(C)C,196.3,3.24,0.0,2.0,26.3,5.0,0.38,0.0
JP009846,CCOC(=O)/C=C(/C)CCC=C(C)C,196.3,3.24,0.0,2.0,26.3,5.0,0.38,0.0
JP009845,Cc1c(C)c(O)c(C(=O)O)c(C)c1O,196.2,1.72,3.0,4.0,77.8,1.0,0.6,0.0
JP009844,COC(=O)/C(Cl)=C/c1ccccc1,196.6,2.44,0.0,2.0,26.3,2.0,0.54,0.0
JP009843,C=C(CCl)C(Cl)COC(C)=O,197.1,1.95,0.0,2.0,26.3,4.0,0.39,1.0
JP009842,CCCCCCc1ccc(O)cc1O,194.3,3.22,2.0,2.0,40.5,5.0,0.71,0.0
JP009841,CC(=O)c1c(C)c(O)c(C)c(C)c1O,194.2,2.23,2.0,3.0,57.5,1.0,0.53,0.0
JP009839,C/C(=C\COCc1ccccc1)CO,192.3,2.14,1.0,2.0,29.5,5.0,0.57,0.0
JP009838,C=C(C)/C=C/C=C(C)/C=C/OC(C)=O,192.3,3.14,0.0,2.0,26.3,4.0,0.39,0.0
JP009837,C=C(C)C(O)COCc1ccccc1,192.3,2.14,1.0,2.0,29.5,5.0,0.72,1.0
JP009836,CC(C)(C)OC(=O)Cc1ccccc1,192.3,2.57,0.0,2.0,26.3,2.0,0.67,0.0
JP009835,COC(=O)C(=O)CCc1ccccc1,192.2,1.36,0.0,3.0,43.4,4.0,0.53,0.0
JP009834,COC(=O)C1OC1Cc1ccccc1,192.2,1.17,0.0,3.0,38.8,3.0,0.53,2.0
JP009833,COC(=O)CC(=O)Cc1ccccc1,192.2,1.36,0.0,3.0,43.4,4.0,0.53,0.0
JP009832,CCN=c1nc(Cl)nc(Cl)[nH]1,193.0,1.03,1.0,4.0,53.9,1.0,0.72,0.0
JP009831,CC(C=O)c1ccc(C(C)(C)C)cc1,190.3,3.29,0.0,1.0,17.1,2.0,0.65,1.0
JP009830,C/C(C=O)=C\COCc1ccccc1,190.2,2.35,0.0,2.0,26.3,5.0,0.4,0.0
JP009829,C=C(C)C1COC(c2ccccc2)O1,190.2,2.68,0.0,2.0,18.5,2.0,0.67,2.0
JP009828,C=C(C)C(=O)COCc1ccccc1,190.2,2.35,0.0,2.0,26.3,5.0,0.67,0.0
JP009827,COC(=O)C(=O)/C=C/c1ccccc1,190.2,1.44,0.0,3.0,43.4,3.0,0.41,0.0
JP009826,CC(C)(O)CCOC(C)(C)CCO,190.3,1.32,2.0,3.0,49.7,6.0,0.66,0.0
JP009825,CC(C)CCCC(C)(O)C(O)CO,190.3,0.92,3.0,3.0,60.7,6.0,0.58,2.0
JP009824,C=C(C)C(Cl)C(CCCC)OC,190.7,3.38,0.0,1.0,9.2,6.0,0.46,2.0
JP009823,O=S(=O)(CCl)c1ccccc1,190.7,1.66,0.0,2.0,34.1,2.0,0.67,0.0
JP009822,CC1C(C)(C)c2ccccc2C1(C)C,188.3,3.89,0.0,0.0,0.0,0.0,0.58,0.0
JP009821,C/C=C/CC(C)(C=O)c1ccccc1,188.3,3.11,0.0,1.0,17.1,4.0,0.52,1.0
JP009820,O=C(O)c1ccc2cc(O)ccc2c1,188.2,2.24,2.0,3.0,57.5,1.0,0.72,0.0
JP009819,CCOC(=O)C(C)(C)C(=O)OCC,188.2,1.14,0.0,4.0,52.6,4.0,0.49,0.0
JP009818,CC(C)=CCCC(C)(O)C(N)CO,187.3,0.8,4.0,3.0,66.5,5.0,0.56,2.0
JP009817,COC(=O)CCCCCCCC=O,186.3,2.09,0.0,3.0,43.4,8.0,0.33,0.0
JP009816,C=C(C)C(Cl)CC/C(C)=C/C=O,186.7,3.1,0.0,1.0,17.1,5.0,0.28,1.0
JP009815,C=CC(C)CC(O)CCCCCC,184.3,3.53,1.0,1.0,20.2,8.0,0.45,2.0
JP009814,C=CC1(O)CC(C)(C)NC(C)(C)C1,183.3,1.84,2.0,2.0,32.3,1.0,0.61,0.0
JP009813,CC(C)=CCOC1CC(C)=CCO1,182.3,2.66,0.0,2.0,18.5,3.0,0.62,1.0
JP009812,OC1CCCCC1C1CCCCC1,182.3,3.12,1.0,1.0,20.2,1.0,0.66,2.0
JP009811,CCC(=O)C1=C(C)OC(C)(C)CC1,182.3,2.83,0.0,2.0,26.3,2.0,0.66,0.0
JP009810,C=C(CCl)C(Cl)C(=O)OC,183.0,1.56,0.0,2.0,26.3,3.0,0.38,1.0
JP009809,C=CCCC/C=C/CN(CC)CC,181.3,3.24,0.0,1.0,3.2,8.0,0.41,0.0
JP009808,C=COC1CC2CCC1(C)C2(C)C,180.3,3.36,0.0,1.0,9.2,2.0,0.59,3.0
JP009806,CC(=O)OCCOc1ccccc1,180.2,1.63,0.0,3.0,35.5,4.0,0.52,0.0
JP009805,COC(=O)c1ccc2c(c1)OCO2,180.2,1.2,0.0,4.0,44.8,1.0,0.61,0.0
JP009804,CC(=O)OCC(Cl)C(C)(C)O,180.6,0.93,1.0,3.0,46.5,3.0,0.52,1.0
JP009803,CC(=O)OCCC(C)(O)CCl,180.6,0.93,1.0,3.0,46.5,4.0,0.52,1.0
JP009802,[CH3].[CH3].[CH3].[CH3].[Sn],178.9,1.42,0.0,0.0,0.0,0.0,0.49,0.0
JP009801,C#CC(=O)CC(C)CCC=C(C)C,178.3,2.96,0.0,1.0,17.1,5.0,0.36,1.0
JP009800,CC(C)COC(=O)c1ccccc1,178.2,2.5,0.0,2.0,26.3,3.0,0.66,0.0
JP009799,OC1CCCCC1c1ccccc1,176.3,2.71,1.0,1.0,20.2,1.0,0.7,2.0
JP009798,C=C(C)/C=C/OCc1ccccc1,174.2,3.29,0.0,1.0,9.2,4.0,0.5,0.0
JP009797,CC(C)COC(C)OCC(C)C,174.3,2.68,0.0,2.0,18.5,6.0,0.58,0.0
JP009796,OCCCCCCCCCCO,174.3,2.09,2.0,2.0,40.5,9.0,0.53,0.0
JP009795,C=C(C)C(=O)OCCOCCO,174.2,0.11,1.0,4.0,55.8,6.0,0.35,0.0
JP009794,CCOC(=O)C(C)C(=O)OCC,174.2,0.75,0.0,4.0,52.6,4.0,0.47,0.0
JP009793,CCC(c1ccccc1)C(C)C#N,173.3,3.34,0.0,1.0,23.8,3.0,0.69,2.0
JP009792,CC(C)CCCC(C)CCCO,172.3,3.22,1.0,1.0,20.2,7.0,0.62,1.0
JP009791,CC(C)=CCOCCC(C)(C)O,172.3,2.13,1.0,2.0,29.5,5.0,0.51,0.0
JP009790,CC(C)CCOC1CCCCO1,172.3,2.58,0.0,2.0,18.5,4.0,0.65,1.0
JP009789,CCOC(=O)CN1CCCC1=O,171.2,0.17,0.0,4.0,46.6,3.0,0.57,0.0
JP009788,C=CCC(C)(O)CCCC(C)C,170.3,3.14,1.0,1.0,20.2,6.0,0.61,1.0
JP009787,C=CC1(C)CCC(C(C)(C)O)O1,170.3,1.88,1.0,2.0,29.5,2.0,0.64,2.0
JP009786,CC(C)=CCCC(C)(O)C1CO1,170.3,1.88,1.0,2.0,32.8,4.0,0.52,2.0
JP009785,CC(C)=CCCC1(C)OC1CO,170.3,1.88,1.0,2.0,32.8,4.0,0.52,2.0
JP009784,CCCCC(/C=C(\C)C=O)OC,170.3,2.34,0.0,2.0,26.3,6.0,0.45,1.0
JP009783,C=C/C(C)=C/COC(C)OCC,170.3,2.52,0.0,2.0,18.5,6.0,0.45,1.0
JP009782,C=C/C(C)=C/CC(Cl)C(=C)C,170.7,3.69,0.0,0.0,0.0,4.0,0.34,1.0
JP009781,CC(C)=CCC(=C(C)C)C(C)O,168.3,3.06,1.0,1.0,20.2,3.0,0.64,1.0
JP009780,CC(C)=CC1C(C(=O)O)C1(C)C,168.2,2.31,1.0,2.0,37.3,2.0,0.64,2.0
JP009779,CC(=O)C1=C(C)OC(C)(C)CC1,168.2,2.44,0.0,2.0,26.3,1.0,0.6,0.0
JP009778,CC(C)=CCC/C(C)=C/C(=O)O,168.2,2.76,1.0,2.0,37.3,4.0,0.52,0.0
JP009777,CC(C)=CCC/C(C)=C\C(=O)O,168.2,2.76,1.0,2.0,37.3,4.0,0.52,0.0
JP009776,C#C/C(C)=C/COC(C)OCC,168.2,1.96,0.0,2.0,18.5,5.0,0.46,1.0
JP009775,CC1(C)C2CCC1(C)C(O)C2=O,168.2,1.37,1.0,2.0,37.3,0.0,0.59,3.0
JP009774,OCC(O)COc1ccccc1,168.2,0.42,2.0,3.0,49.7,4.0,0.68,1.0
JP009773,CC(=O)C(CC=C(C)C)=C(C)C,166.3,3.27,0.0,1.0,17.1,3.0,0.46,0.0
JP009772,CC12CCC(C(=O)C1=O)C2(C)C,166.2,1.58,0.0,2.0,34.1,0.0,0.51,2.0
JP009771,COC(=O)CCc1ccccc1,164.2,1.79,0.0,2.0,26.3,3.0,0.64,0.0
JP009770,C=C(C)C(Cl)C(OC)OC,164.6,1.79,0.0,2.0,18.5,4.0,0.36,1.0
JP009769,CC1(CCBr)CO1,165.0,1.56,0.0,1.0,12.5,2.0,0.45,1.0
JP009768,C/C(=C\COc1ccc2ccc(=O)oc2c1)C(=O)C#CC(C)(C)O,326.3,2.46,1.0,5.0,76.7,4.0,0.4,0.0
JP009767,C/C(C=O)=C\COc1ccc2ccc(=O)oc2c1,244.2,2.32,0.0,4.0,56.5,4.0,0.47,0.0
JP009766,C=C(C)C(C[Si](C)(C)C)C(O)CC,200.4,3.29,1.0,1.0,20.2,5.0,0.53,2.0
JP009765,C=C1CC[C@@H](Br)C(C)(C)[C@H]1Cc1cc(O)c(Br)cc1O,404.1,5.16,2.0,2.0,40.5,2.0,0.41,2.0
JP009764,C/C(=C\COc1ccc2ccc(=O)oc2c1)C1=CC(=O)C(C)(C)O1,326.3,3.38,0.0,5.0,65.7,4.0,0.81,0.0
JP009763,C1CC1,42.1,1.17,0.0,0.0,0.0,0.0,0.38,0.0
JP009762,CCOC(=O)C1CC(=O)C(C(=O)OCC)CC1=O,256.3,0.28,0.0,6.0,86.7,4.0,0.53,2.0
JP009761,CCOC(O)=Nc1ccccc1,165.2,2.27,1.0,3.0,41.8,2.0,0.54,0.0
JP009759,CCCCCCCC(C)=O,142.2,2.94,0.0,1.0,17.1,6.0,0.52,0.0
JP009758,CCCCCCC(C)=O,128.2,2.55,0.0,1.0,17.1,5.0,0.52,0.0
JP009757,CC(=O)CCC(C)C,114.2,2.01,0.0,1.0,17.1,3.0,0.55,0.0
JP009756,CCCCC(=O)CC,114.2,2.16,0.0,1.0,17.1,4.0,0.55,0.0
JP009755,CCCCCC(C)=O,114.2,2.16,0.0,1.0,17.1,4.0,0.51,0.0
JP009754,CCCCC(C)=O,100.2,1.77,0.0,1.0,17.1,3.0,0.53,0.0
JP009753,CC(=O)C(C)C,86.1,1.23,0.0,1.0,17.1,1.0,0.47,0.0
JP009752,CCCC(C)=O,86.1,1.38,0.0,1.0,17.1,2.0,0.5,0.0
JP009751,CC12CCCCC1CC(=O)CC2,166.3,2.94,0.0,1.0,17.1,0.0,0.54,2.0
JP009750,CC12CCCCC1=CC(=O)CC2,164.2,2.86,0.0,1.0,17.1,0.0,0.54,1.0
JP009749,C[C@]12CCCC[C@@H]1CCCC2,152.3,3.76,0.0,0.0,0.0,0.0,0.5,0.0
JP009748,C[C@]12CCCC[C@H]1CCCC2,152.3,3.76,0.0,0.0,0.0,0.0,0.5,0.0
JP009745,[2H]C1(O)CCC2(C)CCCCC2C1,169.3,2.73,1.0,1.0,20.2,0.0,0.59,3.0
JP009744,CC12CCCCC1CC(O)CC2,168.3,2.73,1.0,1.0,20.2,0.0,0.59,3.0
JP009743,C/C=C/c1ccc2c(c1)OCO2,162.2,2.45,0.0,2.0,18.5,1.0,0.63,0.0
JP009742,C=CCc1ccc2c(c1)OCO2,162.2,2.14,0.0,2.0,18.5,2.0,0.62,0.0
JP009741,C/C=C/c1ccc(O)c(OC)c1,164.2,2.43,1.0,2.0,29.5,2.0,0.73,0.0
JP009740,C=CCc1ccc(O)c(OC)c1,164.2,2.13,1.0,2.0,29.5,3.0,0.69,0.0
JP009738,CCCCCCCCCCCC(O)CC(=O)OC,258.4,3.83,1.0,3.0,46.5,12.0,0.43,1.0
JP009736,CCCCCCCCCCC(O)C(=O)OC,230.3,3.05,1.0,3.0,46.5,10.0,0.46,1.0
JP009734,O=C1N=C(O)CC(O)=N1,128.1,0.42,2.0,5.0,82.2,0.0,0.5,0.0
JP009733,NCCN1CCNCC1,129.2,-1.15,3.0,3.0,41.3,2.0,0.49,0.0
JP009731,CCCCCCOC(=O)c1ccccc1,206.3,3.42,0.0,2.0,26.3,6.0,0.53,0.0
JP009730,CC(C)CCOC(=O)c1ccccc1,192.3,2.89,0.0,2.0,26.3,4.0,0.69,0.0
JP009729,CCCCCOC(=O)c1ccccc1,192.3,3.03,0.0,2.0,26.3,5.0,0.53,0.0
JP009728,CC(C)(C)OC(=O)c1ccccc1,178.2,2.64,0.0,2.0,26.3,1.0,0.62,0.0
JP009726,CCCCOC(=O)c1ccccc1,178.2,2.64,0.0,2.0,26.3,4.0,0.52,0.0
JP009725,CC(C)OC(=O)c1ccccc1,164.2,2.25,0.0,2.0,26.3,2.0,0.63,0.0
JP009724,CCOC(=O)c1ccccc1,150.2,1.86,0.0,2.0,26.3,2.0,0.6,0.0
JP009723,COCCOCCl,124.6,0.85,0.0,2.0,18.5,4.0,0.41,0.0
JP009722,O[C@@H]1CC2CCC1C2,112.2,1.17,1.0,1.0,20.2,0.0,0.5,3.0
JP009721,OC1CC2CCC1C2,112.2,1.17,1.0,1.0,20.2,0.0,0.5,3.0
JP009719,OCCCCCO,104.1,0.14,2.0,2.0,40.5,4.0,0.5,0.0
JP009718,OCCCCO,90.1,-0.25,2.0,2.0,40.5,3.0,0.47,0.0
JP009717,CC(O)CCO,90.1,-0.25,2.0,2.0,40.5,2.0,0.49,1.0
JP009716,O=C1C=C(Cl)C(=O)C(Cl)=C1,177.0,1.38,0.0,2.0,34.1,0.0,0.52,0.0
JP009714,CCN(CC)C(=O)c1cccnc1,178.2,1.56,0.0,3.0,33.2,3.0,0.7,0.0
JP009712,CC(CO)(CO)CO,120.1,-1.03,3.0,3.0,60.7,3.0,0.45,0.0
JP009711,CCC(CO)(CO)CO,134.2,-0.64,3.0,3.0,60.7,4.0,0.48,0.0
JP009710,O=C(O)c1ccc(-c2ccc(O)cc2)cc1,214.2,2.76,2.0,3.0,57.5,2.0,0.81,0.0
JP009707,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,204.2,0.08,0.0,4.0,95.2,0.0,0.6,0.0
JP009706,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,245.9,2.52,0.0,2.0,34.1,0.0,0.62,0.0
JP009705,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,290.4,3.96,1.0,2.0,37.3,0.0,0.73,7.0
JP009704,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)C[C@]2(C)C(=O)CC[C@@H]12,304.4,3.14,1.0,3.0,54.4,0.0,0.75,7.0
JP009702,CC(O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,320.5,4.39,2.0,2.0,40.5,1.0,0.75,9.0
JP009701,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C)[C@@H](C(=O)CO)CC[C@@H]12,350.5,2.54,3.0,4.0,77.8,2.0,0.72,9.0
JP009700,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,364.5,1.86,3.0,5.0,94.8,2.0,0.7,8.0
JP009699,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,350.5,2.68,3.0,4.0,77.8,2.0,0.72,8.0
JP009697,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,272.4,3.61,2.0,2.0,40.5,0.0,0.76,5.0
JP009696,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,330.5,3.7,1.0,3.0,54.4,2.0,0.84,6.0
JP009695,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,346.5,2.67,2.0,4.0,74.6,2.0,0.81,7.0
JP009694,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,360.5,1.85,2.0,5.0,91.7,3.0,0.75,7.0
JP009693,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,288.4,3.88,1.0,2.0,37.3,0.0,0.73,6.0
JP009687,COCC1OC(OC)C(OC)C(OC)C1OC,250.3,0.05,0.0,6.0,55.4,6.0,0.66,5.0
JP009680,COCC1OC(OC)C(OC)C1OC,206.2,0.03,0.0,5.0,46.2,5.0,0.63,4.0
JP009677,CCOC(=O)c1cc(C)c(C(N)=O)c(C)c1,221.3,1.58,2.0,4.0,69.4,3.0,0.79,0.0
JP009676,Cc1ccc(COC(=O)c2ccccc2)cc1,226.3,3.35,0.0,2.0,26.3,3.0,0.75,0.0
JP009675,CSc1ccc(COC(=O)c2ccccc2)cc1,258.3,3.77,0.0,2.0,26.3,4.0,0.62,0.0
JP009674,O=C(OCc1ccc(F)cc1)c1ccccc1,230.2,3.18,0.0,2.0,26.3,3.0,0.76,0.0
JP009673,Cc1cccc(COC(=O)c2ccccc2)c1,226.3,3.35,0.0,2.0,26.3,3.0,0.75,0.0
